obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1.23768e+18,352.6070757,20.12433403,22.88479,23.20234,22.25354,20.75298,19.88546,7923.0,301.0,5.0,135.0,8.56159e+18,1.0,0.6802183,7604.0,56947.0,887.0
1.23767e+18,210.7974015,27.23383245,21.85144,21.21134,20.00644,19.26682,18.75031,4649.0,301.0,3.0,178.0,6.76557e+18,1.0,0.5675423,6009.0,56313.0,139.0
1.23765e+18,178.0560742,68.0521245,19.4133,18.33678,17.67662,17.26303,17.08852,1412.0,301.0,5.0,152.0,5.54097e+17,1.0,0.2040912,492.0,51955.0,561.0
1.23767e+18,47.23418626,0.732158468,20.39584,19.71195,19.50802,19.51389,19.26613,4849.0,301.0,5.0,770.0,1.70471e+18,0.0,2.314363,1514.0,52931.0,370.0
1.23768e+18,339.9403581,10.81431812,18.56529,17.64078,17.24995,17.10404,17.04696,7773.0,301.0,2.0,179.0,5.69049e+18,0.0,-0.000971338,5054.0,56191.0,711.0
1.23766e+18,130.9928365,29.72106576,24.25059,18.96529,17.56103,16.99354,16.63794,3606.0,301.0,2.0,46.0,1.4288e+18,1.0,0.20808,1269.0,52937.0,116.0
1.23766e+18,132.0914211,30.33595725,24.59292,21.43092,20.07493,18.97442,18.34488,3606.0,301.0,2.0,54.0,5.83579e+18,0.0,0.000210771,5183.0,55976.0,928.0
1.23766e+18,133.9514272,31.4733525,23.62046,22.68113,23.89268,21.79831,22.54736,3606.0,301.0,2.0,67.0,1.17477e+19,1.0,0.7835737,10434.0,58140.0,355.0
1.23766e+18,127.115773,27.33186513,24.68645,22.63096,20.90887,19.87243,19.29071,3606.0,301.0,2.0,18.0,5.01595e+18,1.0,0.5884271,4455.0,55539.0,225.0
1.23768e+18,353.9582671,32.18366658,23.9188,20.87381,19.35272,18.81091,18.33777,8111.0,301.0,4.0,46.0,8.74375e+18,0.0,-0.000409922,7766.0,58395.0,28.0
1.23767e+18,338.0557631,22.82295584,24.76785,24.11772,22.03849,20.8144,19.79268,4880.0,301.0,4.0,71.0,8.54111e+18,1.0,0.8553548,7586.0,57186.0,137.0
1.23767e+18,344.0177535,23.76246073,22.70922,20.8528,18.98933,18.31854,17.8281,4880.0,301.0,4.0,108.0,7.41752e+18,1.0,0.3582624,6588.0,56536.0,318.0
1.23766e+18,128.713522,38.32046854,22.66286,21.82493,20.87815,19.9278,19.40707,2777.0,301.0,3.0,150.0,4.237e+18,1.0,0.6524535,3763.0,55508.0,863.0
1.23768e+18,356.7913071,33.92740899,22.15897,20.76554,20.66686,20.52393,20.08388,8157.0,301.0,2.0,100.0,8.0424e+18,0.0,-0.00062554,7143.0,56572.0,354.0
1.23768e+18,8.352585229,12.05956046,26.44692,21.89963,19.76572,19.10525,18.66872,7773.0,301.0,2.0,365.0,6.36824e+18,1.0,0.3758881,5656.0,55940.0,550.0
1.24e+18,10.21957232,11.99542459,25.94283,22.25543,20.63024,19.58946,19.00815,7773.0,301.0,2.0,377.0,6.98197e+18,1.0,0.5372346,6201.0,56186.0,945.0
1.23768e+18,316.8945139,7.804129015,26.83779,22.05194,20.47149,19.60169,19.04813,7773.0,301.0,2.0,25.0,4.59e+18,1.0,0.494965,4079.0,55363.0,619.0
1.23766e+18,32.28962496,-1.156283409,22.90951,22.60206,21.56881,20.75868,20.75785,4263.0,301.0,1.0,331.0,1.05e+19,1.0,0.9356022,9316.0,58082.0,760.0
1.23766e+18,243.918745,25.59335694,22.43314,20.05962,18.29554,17.62918,17.2715,3927.0,301.0,4.0,112.0,1.7745e+18,1.0,0.3183751,1576.0,53496.0,293.0
1.23765e+18,193.8320657,-2.533233397,20.84887,20.27891,20.21787,20.28791,19.87705,1140.0,301.0,3.0,273.0,4.25479e+18,0.0,2.335541,3779.0,55222.0,58.0
1.23768e+18,338.2832674,20.1386179,24.10556,21.54979,20.4519,19.59073,19.20694,8102.0,301.0,3.0,92.0,5.6578e+18,0.0,5.89e-05,5025.0,55836.0,573.0
1.23766e+18,344.1378887,-0.338069127,23.83055,22.89172,21.76476,20.94061,20.49748,4192.0,301.0,3.0,250.0,1.03766e+19,1.0,0.7994075,9216.0,57693.0,984.0
1.23768e+18,329.321952,18.55996885,23.20872,23.66559,21.79273,20.12383,19.35745,8102.0,301.0,3.0,35.0,8.52546e+18,1.0,0.6776466,7572.0,56944.0,531.0
1.23768e+18,351.3146791,11.59179207,27.16486,20.21205,18.55799,17.90797,17.5325,7773.0,301.0,2.0,253.0,6.92209e+18,1.0,0.2954488,6148.0,56209.0,218.0
1.23768e+18,26.79775039,11.17946464,25.56209,21.49968,19.54955,18.92353,18.57487,7773.0,301.0,2.0,485.0,5.24569e+18,1.0,0.3573802,4659.0,55587.0,448.0
1.23768e+18,27.92420934,10.9933576,24.39606,20.80774,19.02999,18.33486,17.79413,7773.0,301.0,2.0,493.0,5.24561e+18,1.0,0.3637663,4659.0,55587.0,170.0
1.23766e+18,331.690805,-0.361522166,20.50751,19.46084,18.76047,18.3034,18.43876,4192.0,301.0,3.0,167.0,1.1631e+18,1.0,0.1431009,1033.0,52822.0,180.0
1.23766e+18,242.4132119,26.76744408,18.65297,17.10257,16.31899,15.87711,15.56867,3927.0,301.0,4.0,100.0,1.56852e+18,1.0,0.076949,1393.0,52824.0,502.0
1.23765e+18,148.5913752,4.751633354,19.05938,17.57685,17.09509,16.75525,16.62675,2126.0,301.0,5.0,197.0,6.43047e+17,1.0,0.08200276,571.0,52286.0,576.0
1.23765e+18,249.9361054,45.38608319,22.73596,22.51808,22.18846,21.7672,23.99034,1453.0,301.0,3.0,64.0,9.61541e+18,0.0,1.545372,8540.0,58287.0,822.0
1.23766e+18,122.734614,39.11211548,21.4281,19.2064,17.75415,17.19814,16.80699,2243.0,301.0,4.0,47.0,8.54604e+17,1.0,0.2285923,759.0,52254.0,167.0
1.23766e+18,188.0850377,7.638667655,20.11526,18.25729,17.20468,16.77188,16.38529,3841.0,301.0,4.0,155.0,1.83199e+18,1.0,0.1326597,1627.0,53473.0,557.0
1.23766e+18,191.7935075,7.463992291,20.11847,18.14779,17.17198,16.74862,16.40632,3841.0,301.0,4.0,179.0,2.01551e+18,1.0,0.09666708,1790.0,53876.0,552.0
1.23766e+18,172.8092675,35.98916843,23.11764,21.11512,19.33245,18.65325,18.2825,4504.0,301.0,1.0,106.0,5.19941e+18,1.0,0.4095968,4618.0,55600.0,14.0
1.23766e+18,179.5148699,36.33939143,24.21667,22.25502,20.6385,19.69814,19.10034,4504.0,301.0,1.0,142.0,5.23568e+18,1.0,0.5655412,4650.0,55648.0,887.0
1.23766e+18,179.8589312,36.52957456,25.58833,22.70446,21.73393,20.52768,19.88303,4504.0,301.0,1.0,144.0,9.98008e+18,1.0,0.615721,8864.0,57428.0,393.0
1.23767e+18,154.7484594,24.0636787,22.91037,22.69157,22.11891,21.78776,21.09787,5112.0,301.0,3.0,298.0,1.08e+19,1.0,0.884706,9619.0,57866.0,474.0
1.23768e+18,347.1281869,-1.862916815,22.82882,21.0374,19.41936,18.78851,18.42626,8038.0,301.0,5.0,133.0,1.03054e+19,1.0,0.3008167,9153.0,58022.0,171.0
1.23768e+18,349.5761689,2.650846113,21.06539,21.08206,20.54379,20.67609,20.59335,7712.0,301.0,4.0,260.0,1.27104e+19,0.0,1.306505,11289.0,58398.0,484.0
1.23765e+18,14.12311387,15.14281544,19.28338,17.53712,16.7281,16.32265,16.04339,1904.0,301.0,4.0,242.0,4.74099e+17,1.0,0.07877007,421.0,51821.0,346.0
1.23765e+18,6.644481658,15.21359257,22.29008,20.41182,18.75838,18.18537,17.806,1904.0,301.0,4.0,193.0,6.9637e+18,1.0,0.3018337,6185.0,56217.0,46.0
1.23765e+18,127.7107753,1.753036779,19.624,18.03556,16.98292,16.42615,16.05308,1907.0,301.0,4.0,34.0,5.39769e+18,1.0,0.1826014,4794.0,55647.0,444.0
1.23768e+18,347.7965942,18.92028703,22.39199,21.47337,21.07907,20.81239,20.54153,7923.0,301.0,3.0,104.0,8.56946e+18,0.0,0.7098857,7611.0,56946.0,858.0
1.23766e+18,227.7210371,44.08425424,17.70671,16.48556,16.03044,15.872,15.81889,3918.0,301.0,4.0,201.0,3.81684e+18,0.0,-0.00051018,3390.0,54945.0,149.0
1.23767e+18,240.3012216,18.96315568,21.10217,20.71082,20.44927,20.40355,20.20131,4671.0,301.0,1.0,82.0,4.42482e+18,0.0,1.040037,3930.0,55332.0,122.0
1.23768e+18,2.213091551,3.322291887,21.29851,21.04818,20.68341,20.54244,20.42633,7712.0,301.0,5.0,344.0,9.84378e+18,0.0,1.919415,8743.0,57663.0,136.0
1.23768e+18,7.425832847,3.180721243,22.76363,22.30827,22.18311,21.76735,21.58376,7712.0,301.0,5.0,379.0,9.84828e+18,0.0,1.567106,8747.0,57401.0,129.0
1.23768e+18,16.53625631,3.23664949,20.96592,20.97726,20.94626,20.64334,20.41272,7712.0,301.0,5.0,440.0,9.85846e+18,0.0,1.863758,8756.0,57687.0,291.0
1.23767e+18,218.4630024,14.6588068,24.54726,23.38116,22.05099,18.91644,17.35966,5322.0,301.0,3.0,59.0,3.09287e+18,0.0,-6.4e-05,2747.0,54233.0,73.0
1.23765e+18,173.650657,67.8735874,18.50882,16.67776,15.88844,15.50315,15.19838,1412.0,301.0,5.0,141.0,5.54035e+17,1.0,0.06369793,492.0,51955.0,335.0
1.23767e+18,134.2819875,24.10479243,23.40868,24.58809,22.48084,21.74477,21.81027,4576.0,301.0,4.0,148.0,1.08065e+19,1.0,1.605999,9598.0,58085.0,492.0
1.23767e+18,258.7447245,42.56706303,20.25485,18.3574,17.99783,17.98551,17.71192,5327.0,301.0,4.0,16.0,2.54015e+18,0.0,-0.000268824,2256.0,53859.0,439.0
1.23766e+18,148.5275911,48.43632859,25.81813,22.51831,20.83332,19.78042,19.26912,2821.0,301.0,2.0,48.0,6.46161e+18,1.0,0.5370854,5739.0,55976.0,261.0
1.23766e+18,147.4963277,54.0541557,21.15942,18.89552,17.60169,17.08837,16.74704,2243.0,301.0,4.0,197.0,8.65872e+17,1.0,0.2097814,769.0,54530.0,198.0
1.23766e+18,134.1487106,31.56686271,22.16146,22.99171,22.16154,20.77608,19.97378,3606.0,301.0,2.0,68.0,1.20091e+19,1.0,0.8185251,10666.0,58440.0,751.0
1.23768e+18,341.0514358,20.65576759,23.86698,21.60108,19.80958,18.84918,18.48682,8102.0,301.0,3.0,110.0,6.89063e+18,1.0,0.4963034,6120.0,56206.0,463.0
1.23766e+18,231.904289,32.36150133,18.12367,16.28018,15.41415,15.01561,14.70802,3927.0,301.0,4.0,29.0,1.56165e+18,1.0,0.07802096,1387.0,53118.0,80.0
1.23768e+18,354.4642304,33.79669008,25.145,20.85361,20.0186,19.64,19.73476,8157.0,301.0,2.0,87.0,8.03694e+18,0.0,-0.000271493,7138.0,56572.0,960.0
1.23768e+18,335.8660388,10.40620957,19.54333,17.46419,16.29144,15.81024,15.48799,7773.0,301.0,2.0,152.0,5.68828e+18,1.0,0.1326093,5052.0,55857.0,842.0
1.23768e+18,11.03576271,11.91987359,25.25697,24.19629,21.41078,20.15512,19.47859,7773.0,301.0,2.0,382.0,1.24e+19,1.0,0.7813894,11042.0,58462.0,327.0
1.23768e+18,317.6047685,8.076983919,19.57571,17.5941,16.52634,16.04977,15.63783,7773.0,301.0,2.0,30.0,4.59277e+18,1.0,0.0942995,4079.0,55363.0,804.0
1.23768e+18,345.3090537,19.20902725,23.71107,22.39379,20.74644,19.66773,18.87466,8096.0,301.0,4.0,135.0,6.8997e+18,1.0,0.6291372,6128.0,56236.0,683.0
1.23766e+18,341.5029093,-0.308396891,25.00198,23.11789,22.43975,21.29501,21.33819,4192.0,301.0,3.0,232.0,1.03788e+19,0.0,1.830383,9218.0,57724.0,842.0
1.23768e+18,29.02685253,10.97058965,22.22021,21.05091,19.19382,18.53996,18.07271,7773.0,301.0,2.0,500.0,5.24229e+18,1.0,0.3557285,4656.0,55828.0,366.0
1.23768e+18,11.70155906,11.95248456,22.80719,22.08643,21.60446,21.5464,21.42094,7773.0,301.0,2.0,387.0,1.24322e+19,0.0,-7.93e-05,11042.0,58462.0,163.0
1.23768e+18,14.27879291,11.77552273,22.56665,21.55973,21.42649,21.27302,21.04043,7773.0,301.0,2.0,403.0,6.4246e+18,0.0,2.201496,5706.0,56165.0,790.0
1.23767e+18,136.935013,1.209019422,22.28132,22.17448,20.59644,19.79961,19.24616,6574.0,301.0,4.0,137.0,4.29989e+18,1.0,0.5170939,3819.0,55540.0,289.0
1.23766e+18,116.4999583,27.41656694,26.41319,22.15509,20.67092,19.7605,19.31909,2777.0,301.0,3.0,50.0,5.0126e+18,0.0,7.03e-05,4452.0,55536.0,327.0
1.23767e+18,342.9575058,23.64538213,22.19338,20.8887,19.10749,18.44308,18.10488,4880.0,301.0,4.0,102.0,7.10236e+18,1.0,0.3093552,6308.0,56215.0,669.0
1.23765e+18,170.1629741,5.57784538,22.454,21.94839,20.24227,19.11054,18.5738,2126.0,301.0,5.0,340.0,5.36962e+18,1.0,0.6020917,4769.0,55931.0,748.0
1.23766e+18,199.0765553,7.482948506,21.00248,19.42874,18.0421,17.50617,17.09847,3841.0,301.0,4.0,228.0,5.44955e+18,1.0,0.2147559,4840.0,55690.0,710.0
1.23766e+18,174.2762741,7.487240097,19.59602,17.63315,16.53565,16.08111,15.69071,3841.0,301.0,4.0,63.0,1.82298e+18,1.0,0.1329391,1619.0,53084.0,551.0
1.23766e+18,197.5947036,7.320577219,20.48247,18.55832,17.51839,17.08421,16.76022,3841.0,301.0,4.0,218.0,2.02103e+18,1.0,0.1233327,1795.0,54507.0,153.0
1.23767e+18,164.7469432,32.11696603,22.71783,22.1595,20.52743,19.65559,19.27222,4576.0,301.0,1.0,334.0,7.25313e+18,1.0,0.4879495,6442.0,56369.0,297.0
1.23766e+18,135.214699,46.13655477,21.67397,20.94035,20.71315,20.3842,19.87807,2825.0,301.0,5.0,201.0,8.46241e+18,0.0,2.386626,7516.0,56782.0,540.0
1.23766e+18,136.1221312,46.71246107,23.28498,21.05354,19.59221,18.60595,17.94323,2825.0,301.0,5.0,207.0,8.46245e+18,0.0,0.000142165,7516.0,56782.0,680.0
1.23767e+18,148.6703216,15.2903157,23.12724,22.43365,21.73447,21.15406,20.55229,5972.0,301.0,6.0,223.0,1.07953e+19,1.0,0.959106,9588.0,57782.0,604.0
1.23767e+18,154.8752425,16.21198518,23.24846,22.44502,20.8376,19.81536,19.27717,5972.0,301.0,6.0,263.0,6.00902e+18,1.0,0.5925828,5337.0,55987.0,343.0
1.23767e+18,160.7764511,23.0534298,20.43288,19.45664,19.07316,18.94541,18.95437,5137.0,301.0,4.0,314.0,3.66038e+18,0.0,-8.69e-05,3251.0,54882.0,279.0
1.23767e+18,137.0858853,1.314577329,22.35982,21.26509,19.42787,18.74381,18.30585,6574.0,301.0,4.0,138.0,4.29893e+18,1.0,0.3858348,3818.0,55532.0,904.0
1.23766e+18,340.0696624,-0.33628828,24.42985,18.11649,17.26259,17.71632,17.22848,4192.0,301.0,3.0,223.0,7.60069e+17,1.0,0.05680115,675.0,52590.0,313.0
1.23766e+18,333.3064195,-0.257726561,19.79645,18.17392,17.33331,16.88921,16.59179,4192.0,301.0,3.0,177.0,4.2115e+17,1.0,0.09072599,374.0,51791.0,230.0
1.23766e+18,237.3771394,29.57411598,23.78646,21.50192,19.63928,18.98367,18.56687,3927.0,301.0,4.0,65.0,5.32123e+18,1.0,0.3372244,4726.0,55712.0,818.0
1.23766e+18,235.1465621,30.86004437,20.899,18.91558,17.67874,17.17493,16.82735,3927.0,301.0,4.0,50.0,1.56402e+18,1.0,0.1751483,1389.0,53135.0,542.0
1.23768e+18,339.392479,20.31721849,22.6121,23.11847,22.56821,20.88755,19.98649,8102.0,301.0,3.0,99.0,8.53896e+18,1.0,0.8074447,7584.0,56957.0,503.0
1.23767e+18,158.8995337,21.9252219,25.4663,22.31317,20.80744,18.99136,17.89926,5137.0,301.0,2.0,301.0,2.66502e+18,0.0,-7.1e-05,2367.0,53763.0,51.0
1.23767e+18,152.006316,23.56406243,23.65132,22.16732,21.89089,21.39499,21.08428,5112.0,301.0,3.0,281.0,1.08313e+19,1.0,0.7953371,9620.0,57874.0,459.0
1.23768e+18,40.99360109,3.583987412,22.56986,23.45326,21.75059,20.68024,19.85547,7718.0,301.0,2.0,262.0,9.82811e+18,1.0,0.869821,8729.0,57399.0,486.0
1.23767e+18,42.56946992,33.44735175,19.38691,17.96079,17.32889,17.07317,16.95964,5934.0,301.0,4.0,162.0,8.16739e+18,0.0,-0.000160393,7254.0,56625.0,417.0
1.23766e+18,156.3650467,50.91106256,20.48994,18.49736,17.19362,16.71013,16.34034,2821.0,301.0,2.0,85.0,7.50751e+18,1.0,0.19285,6668.0,56605.0,26.0
1.23766e+18,117.3921413,28.36067648,23.41949,22.10062,20.83376,20.03002,19.4807,2777.0,301.0,3.0,58.0,5.01253e+18,1.0,0.3302669,4452.0,55536.0,103.0
1.23768e+18,15.86594041,30.49069566,23.37152,21.30158,19.90008,19.32057,19.011,8116.0,301.0,6.0,322.0,8.69335e+18,1.0,0.2346958,7721.0,57360.0,991.0
1.23768e+18,330.9386933,26.50090739,23.71871,22.42347,20.64191,19.79643,19.31801,8116.0,301.0,6.0,58.0,6.7095e+18,1.0,0.4700655,5959.0,56214.0,951.0
1.23766e+18,8.637128353,-1.127558287,24.58678,24.46593,22.82553,21.62336,22.53122,4263.0,301.0,1.0,173.0,1.05882e+19,0.0,1.396341,9404.0,58045.0,894.0
1.23766e+18,31.42925227,-1.168346635,22.97042,20.86156,19.52112,18.68268,18.18987,4263.0,301.0,1.0,325.0,4.7683e+18,1.0,0.5430654,4235.0,55451.0,412.0
1.23766e+18,156.9982921,57.70399925,25.13461,23.40632,22.7102,21.40669,19.82787,2987.0,301.0,5.0,55.0,9.22007e+18,0.0,1.163464,8189.0,57448.0,281.0
1.23766e+18,148.5589532,48.47919266,19.63125,17.98072,17.12994,16.73799,16.45069,2821.0,301.0,2.0,48.0,1.13156e+18,1.0,0.06958709,1005.0,52703.0,120.0
1.23766e+18,164.2795913,52.71720816,24.24,21.92323,20.11684,19.29541,18.89802,2821.0,301.0,2.0,120.0,7.55047e+18,1.0,0.4677621,6706.0,56385.0,689.0
1.23766e+18,169.6014939,53.38231446,20.16565,18.36946,17.48145,17.09859,16.80301,2821.0,301.0,2.0,142.0,1.13945e+18,1.0,0.1066301,1012.0,52649.0,143.0
1.23766e+18,171.7092841,59.34015916,22.08704,19.72497,18.19754,17.65555,17.29978,2243.0,301.0,4.0,292.0,7.99291e+18,1.0,0.3025913,7099.0,56666.0,522.0
1.23766e+18,204.3248639,58.64215572,23.02883,23.36355,21.62231,20.28504,19.61435,2243.0,301.0,4.0,403.0,9.24593e+18,1.0,0.6880944,8212.0,58171.0,141.0
1.23766e+18,189.7457265,59.93979349,20.96024,18.76216,17.58801,17.04034,16.77128,2243.0,301.0,4.0,353.0,1.07651e+18,1.0,0.216226,956.0,52401.0,560.0
1.23766e+18,169.9016751,7.165635272,25.18027,22.86155,20.79616,19.79048,19.49623,3015.0,301.0,3.0,372.0,5.46087e+18,1.0,0.5343176,4850.0,55929.0,925.0
1.23766e+18,144.855506,31.28564454,25.10174,23.06618,22.557,21.52077,20.81181,4518.0,301.0,5.0,119.0,1.17601e+19,1.0,1.017365,10445.0,58158.0,387.0
1.23766e+18,140.8046211,35.01573986,24.83632,23.67016,21.63371,20.54181,19.88766,3606.0,301.0,2.0,112.0,1.15326e+19,1.0,0.5712382,10243.0,58159.0,9.0
1.23767e+18,163.2493246,26.87263956,22.56936,21.05738,21.07297,21.04822,21.10635,5112.0,301.0,6.0,352.0,7.24762e+18,0.0,-0.00036342,6437.0,56340.0,726.0
1.23768e+18,351.4000383,11.54897763,24.03803,21.66905,20.8673,20.09047,19.27743,7773.0,301.0,2.0,254.0,6.92208e+18,1.0,0.537867,6148.0,56209.0,167.0
1.23768e+18,356.2771107,11.86905691,24.83085,21.43642,19.39903,18.68086,18.27179,7773.0,301.0,2.0,286.0,6.92436e+18,1.0,0.4168783,6150.0,56187.0,258.0
1.23768e+18,20.59393918,11.62425615,25.61548,21.39351,19.58171,18.74323,18.2565,7773.0,301.0,2.0,445.0,5.2569e+18,1.0,0.5560926,4669.0,55831.0,276.0
1.23768e+18,329.672984,18.52048285,23.37487,21.82744,20.28831,19.44607,19.02087,8102.0,301.0,3.0,37.0,5.66118e+18,1.0,0.4060943,5028.0,55836.0,559.0
1.23768e+18,7.759489968,11.9596717,21.7886,19.63243,18.14623,17.57222,17.14286,7773.0,301.0,2.0,361.0,6.97619e+18,1.0,0.2560004,6196.0,56189.0,416.0
1.23768e+18,318.591788,1.958233118,23.90734,23.18632,22.83821,21.63225,21.07631,7712.0,301.0,4.0,53.0,1.03821e+19,1.0,0.6008514,9221.0,57938.0,782.0
1.23766e+18,193.1980924,47.99669245,19.27775,17.70083,17.09348,16.69103,16.4317,3716.0,301.0,5.0,75.0,1.64054e+18,1.0,0.06656864,1457.0,53116.0,388.0
1.23768e+18,335.3872551,19.73881578,22.27039,23.8767,21.39552,20.26774,19.49295,8102.0,301.0,3.0,74.0,8.5321e+18,1.0,0.6599079,7578.0,56956.0,105.0
1.23768e+18,344.5191355,12.37717138,22.54692,21.53392,21.47066,20.97943,20.6388,7773.0,301.0,5.0,209.0,5.68135e+18,0.0,0.672209,5046.0,56243.0,214.0
1.23768e+18,345.3987307,12.44418158,22.4175,20.73872,20.26263,20.10572,19.97922,7773.0,301.0,5.0,215.0,5.6813e+18,0.0,-0.000284343,5046.0,56243.0,50.0
1.23768e+18,8.07161932,-8.200243141,20.7604,19.23718,17.82825,17.31441,16.91409,8095.0,301.0,2.0,353.0,8.05252e+18,1.0,0.2360411,7152.0,56660.0,300.0
1.23766e+18,147.1794173,47.78008482,22.10328,21.92555,21.69067,21.98162,21.30083,2821.0,301.0,2.0,40.0,8.21804e+18,0.0,2.355197,7299.0,56686.0,350.0
1.23766e+18,127.47362,3.876962767,22.69967,21.45456,19.67879,18.87358,18.36282,3015.0,301.0,3.0,89.0,5.39777e+18,1.0,0.0,4794.0,55647.0,756.0
1.23768e+18,16.19032409,11.83191166,22.7568,20.93009,20.79676,20.93128,20.34678,7773.0,301.0,2.0,416.0,5.25027e+18,0.0,3.147765,4663.0,55893.0,734.0
1.23766e+18,126.0968996,29.68084505,21.01361,20.71811,20.46232,20.40409,20.78672,3530.0,301.0,4.0,66.0,1.20056e+19,0.0,1.134558,10663.0,58162.0,403.0
1.23766e+18,65.03976872,28.0887726,19.53551,17.68273,16.71167,16.23287,15.93196,3557.0,301.0,4.0,47.0,1.40854e+18,1.0,1.52e-05,1251.0,52964.0,146.0
1.23766e+18,224.6392951,39.92890268,23.83581,23.31765,22.12361,20.71259,19.59061,3716.0,301.0,3.0,234.0,9.56348e+18,1.0,0.7668843,8494.0,57104.0,317.0
1.23767e+18,332.4260586,21.69375461,24.51002,21.00125,19.1723,18.54622,18.1614,4880.0,301.0,4.0,35.0,6.69592e+18,1.0,0.3393387,5947.0,56093.0,700.0
1.23766e+18,112.676211,26.52397933,19.60991,19.32998,19.19413,18.93983,18.843,2825.0,301.0,5.0,24.0,1.2482e+19,0.0,1.680253,11086.0,58401.0,832.0
1.23768e+18,350.5220278,19.74120838,22.11725,21.55086,19.95307,18.89934,18.51672,8096.0,301.0,4.0,168.0,6.89514e+18,1.0,0.5195997,6124.0,56211.0,477.0
1.23768e+18,346.2535974,21.28440595,26.36151,23.50848,22.75484,21.07888,20.2742,8102.0,301.0,3.0,143.0,8.57059e+18,1.0,0.6473706,7612.0,56972.0,883.0
1.23765e+18,1.597171234,16.19317849,25.31584,22.76586,20.70736,19.79495,19.1033,1739.0,301.0,6.0,313.0,6.94932e+18,1.0,0.4966182,6172.0,56269.0,963.0
1.23766e+18,185.3332698,7.657402628,22.62137,22.41282,20.41756,19.18388,18.48777,3841.0,301.0,4.0,137.0,6.07657e+18,1.0,0.6656599,5397.0,55944.0,315.0
1.23766e+18,198.298056,7.355357362,19.41436,17.52909,16.54816,16.11653,15.77154,3841.0,301.0,4.0,222.0,2.02335e+18,1.0,0.09120741,1797.0,54507.0,392.0
1.23766e+18,339.9673713,-0.413464372,23.17074,23.63746,22.66252,22.52141,21.98549,4192.0,301.0,3.0,222.0,1.03787e+19,1.0,0.8606555,9218.0,57724.0,522.0
1.23768e+18,1.055017136,-7.943564451,22.83766,20.71425,18.98909,18.35986,18.01609,8100.0,301.0,2.0,327.0,8.04802e+18,1.0,0.3293384,7148.0,56591.0,334.0
1.23765e+18,215.0392737,3.779828833,23.92797,22.29127,20.86446,19.44682,18.90035,2190.0,301.0,2.0,221.0,5.38408e+18,1.0,0.718499,4782.0,55654.0,95.0
1.23768e+18,346.6395668,-1.948705757,21.81111,21.6974,20.6735,19.57033,19.19421,8038.0,301.0,5.0,130.0,4.91023e+18,1.0,0.7025208,4361.0,55831.0,647.0
1.23767e+18,162.2760315,25.62642235,23.40639,22.94094,22.16487,21.22853,21.16895,5112.0,301.0,3.0,345.0,1.17928e+19,1.0,0.8185346,10474.0,58143.0,436.0
1.23767e+18,117.1946223,18.21397212,24.82749,20.34323,19.12561,18.58234,18.31209,6597.0,301.0,5.0,150.0,2.16183e+18,0.0,-2.32e-05,1920.0,53314.0,382.0
1.23768e+18,14.11009355,11.84287769,22.95447,21.0774,20.55662,20.34415,20.21814,7773.0,301.0,2.0,402.0,6.42459e+18,0.0,2.863746,5706.0,56165.0,732.0
1.23766e+18,195.1444964,37.07194102,17.43713,16.14721,15.70351,15.52282,15.44429,4470.0,301.0,4.0,70.0,2.28687e+18,1.0,0.01549949,2031.0,53848.0,618.0
1.23768e+18,10.99872811,22.30295529,22.47388,21.70719,21.61994,21.39762,21.43673,7917.0,301.0,3.0,172.0,6.96734e+18,0.0,-0.000544981,6188.0,56208.0,996.0
1.23767e+18,244.4923445,62.21232485,21.13853,19.90134,19.27378,19.05746,18.99904,6162.0,301.0,3.0,90.0,2.88239e+18,0.0,-0.00082645,2560.0,54205.0,308.0
1.23765e+18,243.3032266,53.00432129,23.52547,22.87886,21.37714,20.35796,19.5767,1412.0,301.0,5.0,375.0,9.07716e+18,1.0,0.6506304,8062.0,58251.0,555.0
1.23765e+18,223.3067052,61.3437407,23.69933,23.44093,20.99336,19.77139,19.5698,2206.0,301.0,2.0,55.0,7.86121e+18,1.0,0.5879827,6982.0,56444.0,643.0
1.23765e+18,226.2002083,60.12457217,21.48309,19.09487,17.73637,17.20274,16.74036,2206.0,301.0,2.0,67.0,7.86004e+18,1.0,0.1935788,6981.0,56443.0,468.0
1.23767e+18,176.6127657,20.8304984,19.17406,18.21252,17.6546,17.42968,17.15128,5313.0,301.0,6.0,114.0,2.825e+18,1.0,0.02291247,2509.0,54180.0,411.0
1.23767e+18,243.6740637,9.251630095,17.81819,17.41451,17.4757,17.40724,17.54673,5322.0,301.0,3.0,228.0,2.84748e+18,0.0,0.6282029,2529.0,54585.0,300.0
1.23766e+18,159.7692054,51.71363053,23.34356,21.79336,20.11856,19.32193,18.94619,2821.0,301.0,2.0,100.0,7.53791e+18,1.0,0.4657404,6695.0,56628.0,49.0
1.23766e+18,160.6638379,51.79272539,22.84848,21.48714,20.8385,20.58113,20.35399,2821.0,301.0,2.0,104.0,9.19548e+18,1.0,0.250452,8167.0,57071.0,928.0
1.23766e+18,169.4618224,53.39229232,19.75693,17.87804,16.96701,16.56668,16.23124,2821.0,301.0,2.0,141.0,1.13945e+18,1.0,0.08796614,1012.0,52649.0,141.0
