age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
32,2,0,High School,Part-time,58701,Same Religion,0,7.31636768155701,4,Collaborative,2.37054137592563,0,0,0,5.46932932102802,1,Love,1,0,4.49199397408645,1
30,1,1,Bachelor,Full-time,104077,Same Religion,1,6.68617008232377,1,Collaborative,5.88792078204605,0,0,0,6.43615620217849,3,Arranged,0,0,4.73942037971093,1
32,6,3,Master,Unemployed,83559,Same Religion,1,4.62151417376791,2,Collaborative,8.07671296949747,1,0,0,5.23171295622795,1,Love,1,0,8.0862402477428,0
37,1,1,Bachelor,Full-time,56798,Same Religion,1,10,0,Passive,8.01691148712579,0,0,0,2.8398716810013,1,Arranged,1,0,4.98471742829903,0
26,1,4,High School,Part-time,60410,Same Religion,1,8.30109060273866,3,Collaborative,7.14327000420401,0,1,0,5.26978719353324,2,Love,0,0,4.96003556909207,1
24,16,0,High School,Part-time,60479,Same Religion,1,8.47709322005657,3,Collaborative,4.31930696323989,0,0,0,7.28252561039889,4,Love,0,0,6.85698238815044,0
23,14,1,Bachelor,Part-time,37278,Same Religion,1,6.0810194953296,1,Aggressive,3.42067237582724,0,0,1,5.31562830502737,4,Love,0,0,5.34854098807752,0
23,24,2,High School,Full-time,50361,Same Religion,0,2.97511220450364,0,Avoidant,6.76375735153149,1,0,0,5.34689301887354,1,Love,0,1,5.33302861665381,0
27,19,0,Bachelor,Full-time,48840,Same Religion,1,6.34247994925713,0,Collaborative,5.81777955109258,0,0,1,2.99175245699645,5,Arranged,1,1,8.52883365426253,1
29,11,0,Bachelor,Homemaker,64650,Same Religion,1,5.74962505968953,1,Aggressive,6.76370665541247,0,0,0,9.05288256467359,3,Love,0,1,6.52820602732179,0
29,1,0,High School,Full-time,43697,Same Religion,0,8.04370976581213,4,Aggressive,9.61724170303025,0,0,0,5.9121774608715,0,Arranged,0,0,4.60636421564723,1
32,15,0,Bachelor,Full-time,56998,Same Religion,1,4.81729129720313,1,Avoidant,4.94459609579487,1,0,1,8.25459009658039,5,Love,1,0,8.8955114922091,0
28,18,0,Bachelor,Part-time,52676,Same Religion,1,8.66871054242417,4,Avoidant,3.10788414300164,0,0,0,5.02607439337066,3,Love,1,0,9.35800097566498,0
35,16,1,Bachelor,Unemployed,61516,Same Religion,0,4.7576771829649,2,Collaborative,3.67854027718526,0,0,1,7.26758843329438,1,Other,1,0,7.35171212462965,0
26,7,2,Bachelor,Full-time,89362,Same Religion,1,7.41158749021825,1,Avoidant,5.35112725787582,0,1,0,6.37968258201969,5,Arranged,0,0,7.40647808966199,0
41,2,3,Bachelor,Part-time,81908,Same Religion,1,4.50628770252431,1,Passive,3.57092734761044,0,0,1,7.21406591822187,1,Love,0,0,7.67274341858199,0
31,18,3,Bachelor,Part-time,33790,Same Religion,0,5.92362508076795,5,Avoidant,6.86697311727779,0,0,1,10,3,Arranged,0,0,5.74716662474373,0
23,12,3,Master,Full-time,58963,Same Religion,1,3.33451431448226,1,Collaborative,6.75222740847779,0,0,1,6.25570086447582,2,Love,0,0,8.60271160528833,0
22,39,2,High School,Part-time,53942,Different Religion,1,6.14552647349363,4,Collaborative,8.22304584635667,0,0,0,5.52158689306053,2,Love,1,0,5.35423816724562,1
30,1,1,Bachelor,Unemployed,47068,Same Religion,1,3.98453744306332,1,Collaborative,8.2421137881212,1,0,0,7.26732084542807,2,Arranged,1,0,5.43312114739386,0
26,2,2,Bachelor,Homemaker,103060,Same Religion,1,7.10992025250784,0,Passive,1,0,0,0,4.37579846125507,1,Love,1,0,3.43783075174973,0
31,2,1,Bachelor,Full-time,49464,Same Religion,1,7.39296261968287,1,Aggressive,3.03766751850275,0,1,1,4.3784047084761,5,Other,1,0,3.8595784666444,0
30,15,1,Master,Part-time,50851,Same Religion,1,5.97724384453394,5,Passive,5.27291329195171,0,0,0,5.97992301246917,2,Love,0,0,4.97694679653121,1
27,2,1,Bachelor,Full-time,95087,Same Religion,0,4.69298975382654,3,Aggressive,2.20056133329492,0,0,0,6.05840458536925,4,Arranged,0,0,5.16281329120889,1
23,1,2,Bachelor,Full-time,79380,Same Religion,0,6.81015052060486,2,Passive,4.85659704372372,0,0,1,9.92322384709916,3,Love,1,0,5.44585369442089,0
20,40,1,Bachelor,Part-time,51134,Same Religion,1,7.90105851631876,0,Aggressive,3.06572030570643,0,0,0,3.71742413079405,3,Love,0,0,10,0
25,1,0,Master,Full-time,75212,Not Religious,1,5.66021452480474,1,Avoidant,3.96480226632753,0,0,1,6.12372986122794,7,Love,1,0,5.40152983912892,0
32,18,0,No Formal Education,Full-time,55211,Same Religion,1,5.1410292632807,4,Collaborative,9.18341691196894,0,1,0,6.32346662210124,1,Love,1,0,6.36403126704082,0
29,4,2,Bachelor,Full-time,56543,Not Religious,0,3.47969079737587,1,Collaborative,8.076852393463,0,1,0,3.83134515487713,3,Love,1,0,2.47622033048336,1
21,18,0,Master,Full-time,43892,Not Religious,1,6.43567160264155,2,Avoidant,5.07447419783549,1,0,0,7.03186203661735,5,Love,0,0,4.45445600260887,0
28,8,1,High School,Full-time,11338,Not Religious,1,8.11999868406908,1,Collaborative,2.80484679434814,0,0,0,7.34714286528184,4,Arranged,1,0,3.64257294663656,0
29,23,1,Bachelor,Full-time,31502,Not Religious,1,8.85997665712596,0,Avoidant,5.86403778516883,0,0,0,6.38123253678887,2,Arranged,1,0,8.2720161364541,0
23,26,2,High School,Part-time,37907,Same Religion,1,6.47462495317772,0,Avoidant,1,0,0,0,7.64282834194616,4,Love,0,0,6.66492438559874,0
28,1,3,High School,Full-time,68380,Same Religion,1,3.19775649333111,1,Collaborative,6.69510787758127,1,0,0,2.88589974920195,3,Love,1,0,4.6922497769898,0
28,1,1,Bachelor,Part-time,63068,Same Religion,1,5.05993827545172,0,Aggressive,6.46075065450353,0,0,0,7.92043684969913,4,Love,0,0,8.28347337799272,0
22,2,1,Master,Homemaker,81724,Same Religion,1,8.34103185510334,6,Avoidant,2.10584335298366,0,1,1,4.14993304026965,4,Love,0,0,7.23728331255731,0
29,11,0,Bachelor,Full-time,35933,Same Religion,1,7.6442243288523,2,Passive,8.39243433329803,0,1,1,2.55744603089574,4,Love,1,0,8.76200116382705,1
30,21,4,Bachelor,Part-time,95735,Not Religious,0,3.93256314813306,2,Collaborative,3.55959579559582,0,0,0,6.22995937236557,2,Arranged,1,0,6.56195826973709,0
33,6,0,Bachelor,Part-time,93887,Same Religion,1,9.95331626633481,0,Aggressive,2.75885972344483,0,0,0,1.59268177342351,5,Love,0,0,9.89972157552738,0
33,9,2,Bachelor,Part-time,60708,Same Religion,1,3.83531258032205,5,Collaborative,5.48986390811821,0,0,1,6.10157960822021,5,Love,1,0,2.63394809300342,1
21,2,0,High School,Full-time,46274,Different Religion,1,5.2212974948993,1,Collaborative,1.75427584219133,1,0,0,7.10125558909084,2,Love,1,0,6.49897562733764,0
23,16,0,Bachelor,Part-time,47309,Same Religion,1,7.00616346363409,3,Passive,2.88959356493154,0,0,0,3.02913687003393,5,Love,1,0,6.70539718422633,1
30,34,4,Bachelor,Full-time,63962,Same Religion,1,5.84111732818824,3,Collaborative,5.92589407070807,0,0,0,4.09298311042609,4,Love,0,0,4.10978836351854,1
30,3,4,Bachelor,Full-time,97651,Same Religion,1,5.34993144993123,3,Collaborative,3.92049546017697,0,0,0,6.733323394535,3,Love,0,0,6.80790923241488,1
30,6,4,High School,Part-time,58101,Not Religious,0,6.02706131690009,3,Avoidant,8.57964315917701,1,0,0,4.20942781053257,1,Arranged,0,0,4.46149410286519,1
45,1,1,High School,Full-time,28359,Same Religion,1,8.05082185326183,1,Aggressive,1.16079535576126,1,0,0,3.45032306350533,5,Love,1,0,3.48756165270824,1
30,8,3,Bachelor,Part-time,97907,Different Religion,1,9.84609163564174,3,Collaborative,5.28678358447838,0,0,0,5.20319070991535,6,Love,0,0,9.24422091578635,1
33,6,3,Bachelor,Part-time,51992,Same Religion,1,6.60700052045073,1,Collaborative,7.54739453444818,0,0,0,8.00373347194139,1,Love,1,0,6.00696802062852,0
32,1,0,Bachelor,Unemployed,89075,Not Religious,1,4.7427077482698,1,Aggressive,7.03081352660255,0,0,0,8.85364564725634,3,Love,0,0,4.6433696010802,0
31,5,0,High School,Full-time,72515,Same Religion,1,6.2102919449306,2,Passive,3.30987625426735,0,1,0,3.96121153267447,2,Love,1,0,5.08205050752284,0
26,4,3,Bachelor,Homemaker,57031,Different Religion,0,9.94890922175745,5,Avoidant,9.60652551810001,0,0,0,7.90636990385086,1,Arranged,1,0,2.8270903156374,0
31,7,1,Master,Part-time,79318,Not Religious,1,7.6243104619197,1,Avoidant,1,0,0,0,8.06038031859154,2,Love,0,0,9.67034688849207,1
24,8,4,Master,Full-time,45305,Same Religion,0,8.67906200856535,0,Avoidant,4.93781118934899,0,0,0,9.6942247165218,1,Love,0,0,3.46548018630197,1
26,1,2,Master,Full-time,54180,Same Religion,1,7.66128124524241,1,Collaborative,7.33151626263159,0,1,0,5.44449776507786,2,Arranged,1,0,5.68419569120408,0
25,14,0,High School,Part-time,49385,Same Religion,0,7.88131846739652,1,Avoidant,8.06884261910092,0,0,0,7.99562452171279,3,Love,0,0,6.42113103120978,0
28,12,0,Bachelor,Homemaker,55986,Same Religion,0,6.09367719292536,6,Passive,2.76907760115176,0,0,0,6.39431677333531,1,Love,1,0,5.87946674943072,0
39,4,1,High School,Part-time,70955,Not Religious,1,8.88161495578009,2,Passive,5.38360756375726,0,1,0,4.57180489681305,4,Love,0,0,3.13325032794997,0
18,1,1,Bachelor,Part-time,70805,Same Religion,1,1,2,Avoidant,7.00745583111139,0,0,0,6.9103587945539,3,Love,1,0,9.51511740523814,0
31,14,1,High School,Full-time,28893,Not Religious,1,7.13807166081674,0,Aggressive,4.58846359910242,0,0,0,2.24188607276005,2,Love,1,0,2.90969423321702,0
19,31,1,Master,Full-time,49289,Different Religion,1,6.95730658795506,4,Avoidant,2.03041009085109,0,1,0,8.01498722110581,5,Arranged,1,0,5.39803102708628,1
25,2,0,Bachelor,Full-time,52742,Same Religion,1,4.26364951081148,4,Aggressive,1,0,0,1,9.11176604950585,3,Arranged,1,0,5.30616340963479,1
33,3,1,Bachelor,Unemployed,71723,Same Religion,1,6.68947814913143,4,Collaborative,3.37082892524877,0,0,0,7.12155898331696,4,Love,1,0,7.99255428916968,1
28,2,1,Bachelor,Full-time,31993,Same Religion,0,7.18932444923657,3,Collaborative,3.62436663898755,1,0,1,5.26195711736361,6,Love,0,0,5.14046143016801,0
22,8,2,High School,Full-time,74129,Same Religion,1,2.53670725568029,4,Avoidant,3.10861310570926,0,0,0,5.32669338896285,4,Love,1,0,6.29997839230514,0
24,1,0,Bachelor,Full-time,37465,Same Religion,1,6.72947762940918,1,Passive,9.66328855552874,0,0,0,8.68580262501681,2,Love,1,0,9.45961946082289,1
31,4,3,Bachelor,Homemaker,64966,Same Religion,1,8.59964488867622,3,Passive,6.39437793911194,1,0,0,3.2984034996969,3,Love,0,0,5.51127181833189,0
24,11,3,Bachelor,Unemployed,82288,Not Religious,1,9.36582304679009,4,Collaborative,4.28686466696943,0,1,0,8.00411037617954,1,Love,0,0,4.62056932974437,0
29,8,0,Master,Full-time,35462,Same Religion,0,7.25685084960013,1,Collaborative,4.44883849268337,0,0,0,9.20066334606379,5,Love,0,0,8.15085522973145,1
28,4,2,High School,Homemaker,64834,Same Religion,0,5.83700593545848,1,Collaborative,4.59914869268283,0,0,1,6.92486804715196,6,Love,1,0,5.56097375830697,1
24,5,5,Master,Full-time,56290,Same Religion,1,7.95454420326615,2,Avoidant,6.48937594074305,0,0,1,7.37622674453457,3,Love,1,0,10,1
38,8,2,Bachelor,Full-time,40451,Different Religion,1,4.32654293685735,2,Collaborative,2.30560125126122,0,0,0,1,5,Love,1,0,3.70974968566883,1
31,1,0,Bachelor,Full-time,35500,Same Religion,1,7.59256341943536,2,Collaborative,2.61026263550136,0,0,1,7.8945878200485,2,Love,1,0,1,1
18,1,3,Bachelor,Full-time,45849,Same Religion,1,5.93140196277375,1,Aggressive,4.93608647249423,0,0,0,6.53542898921867,3,Love,0,0,5.4298059400926,1
28,21,0,PhD,Full-time,43790,Not Religious,1,8.38390930646788,2,Collaborative,1,0,1,0,6.41513517137467,1,Love,1,0,7.42784373579301,0
24,1,1,High School,Part-time,55888,Not Religious,1,5.07289739816713,1,Aggressive,2.98135439991696,1,0,0,5.97490599248119,1,Arranged,0,0,6.14657139748904,1
32,12,2,Bachelor,Part-time,51467,Different Religion,0,9.46034411154328,2,Collaborative,7.2437349758278,0,1,0,8.39732952411244,4,Other,0,0,6.04992686449445,0
24,25,0,Bachelor,Part-time,68472,Not Religious,1,8.45124628723951,2,Collaborative,6.97069937839965,0,1,0,8.78183523385467,1,Arranged,1,0,8.4622562117402,0
27,3,1,High School,Part-time,76169,Same Religion,1,6.75888698041279,2,Aggressive,1,0,0,0,6.76943644193309,0,Love,0,0,3.89903785487066,0
30,4,2,High School,Unemployed,29419,Not Religious,0,6.59494349369157,4,Aggressive,4.72359053109416,0,0,1,3.13070463870714,4,Arranged,0,0,5.07559320642699,0
32,8,1,Master,Full-time,54986,Same Religion,1,9.43392172355885,3,Passive,1.69293054424467,0,0,1,6.82773486057316,3,Love,1,0,7.06247957843189,1
21,21,0,High School,Part-time,41001,Same Religion,1,10,1,Collaborative,3.09129018793729,0,0,0,5.96524459448374,2,Love,0,0,5.92188964824882,0
26,28,1,High School,Part-time,38296,Not Religious,1,5.34531581288029,4,Collaborative,3.42621984770247,0,0,0,8.02573065444177,2,Love,1,0,7.9216664269384,1
25,13,3,No Formal Education,Homemaker,28623,Same Religion,1,5.42778691152184,0,Collaborative,6.63743334428399,0,0,0,6.07664817097318,2,Love,0,0,5.82671945895503,1
24,1,3,Master,Full-time,27146,Same Religion,1,8.64441643100453,1,Avoidant,7.33731975505113,0,0,0,6.69391768289488,5,Other,1,0,9.33500288423902,0
36,11,0,High School,Full-time,49617,Same Religion,1,1.32562282909197,2,Avoidant,3.71762747789369,0,0,0,3.41156339288207,3,Love,1,0,5.80137411027156,1
30,5,5,Bachelor,Part-time,67858,Same Religion,1,1,2,Aggressive,1.21776775104521,0,0,0,4.97924698869265,2,Other,1,0,8.14784451280928,0
21,6,4,Bachelor,Unemployed,67786,Same Religion,0,4.55462745755668,4,Passive,1,0,0,0,3.65997822530505,2,Love,0,0,5.1981991018011,0
32,1,2,Master,Full-time,38946,Different Religion,1,6.6957958581325,1,Collaborative,7.82077558758903,0,0,1,4.7009985128478,3,Other,0,0,7.28293331059832,1
38,2,0,Master,Part-time,36923,Not Religious,1,3.87106129314081,1,Passive,4.28135217292252,0,0,0,6.35051704691437,2,Love,0,0,5.70040114255487,0
33,15,1,Master,Full-time,64784,Same Religion,1,3.58592480765441,1,Avoidant,4.45410835875922,0,0,0,7.47062852040241,1,Love,0,0,5.38660314320664,0
20,6,0,High School,Homemaker,51365,Different Religion,1,5.13171602736398,3,Collaborative,2.10964106324483,0,0,0,4.97938220414699,2,Arranged,1,0,7.98151170468901,0
25,3,1,Bachelor,Full-time,77794,Same Religion,1,8.82514655668682,6,Avoidant,7.27682235846783,0,0,0,7.12027138714904,3,Love,1,0,6.63709414327794,1
34,4,1,High School,Full-time,37785,Same Religion,1,5.31446188401159,3,Collaborative,6.5061079583794,0,0,0,5.75224865865057,3,Arranged,0,0,5.28360397706308,1
24,19,3,High School,Full-time,22845,Different Religion,1,8.31634003955313,2,Aggressive,3.90285949837541,0,0,0,4.6621210966853,0,Love,1,0,5.61199668243019,1
30,13,1,Master,Full-time,72249,Not Religious,0,6.31100453365808,3,Collaborative,2.65494768483673,1,0,0,7.03234435647883,1,Love,0,0,7.46568673286362,0
31,3,0,High School,Full-time,22199,Same Religion,1,9.20220639015195,2,Aggressive,5.43371958580065,1,0,0,4.4968588378184,3,Love,1,0,5.77106390357772,0
23,1,1,Bachelor,Unemployed,31084,Same Religion,1,5.62591153054672,1,Collaborative,1,0,0,0,7.43529905497778,1,Arranged,0,0,2.31180191290688,0
27,2,2,Master,Homemaker,46615,Same Religion,0,6.9445414903158,2,Avoidant,6.20076737748432,1,0,0,4.2698417584405,0,Love,1,0,4.64601486619593,1
18,25,0,Bachelor,Full-time,54300,Not Religious,1,6.55573893198662,0,Aggressive,4.21744302947315,1,1,0,10,7,Love,1,0,4.53166395915417,1
22,8,2,High School,Part-time,72029,Same Religion,1,5.83763750782789,2,Avoidant,5.43916636064491,0,1,1,9.31663807945102,3,Love,1,0,9.42145187132778,0
26,7,0,Master,Full-time,39715,Same Religion,0,7.71714854480446,1,Collaborative,4.89010206170228,0,0,1,3.82759858838493,1,Arranged,0,0,4.61248702624243,1
21,9,1,PhD,Full-time,86354,Not Religious,1,7.49638573126973,1,Avoidant,7.10688664454557,1,0,0,5.45060718762282,4,Other,1,0,6.72687854933553,0
36,4,1,Master,Full-time,29678,Same Religion,1,6.58359746128807,1,Aggressive,7.26597558824797,0,0,0,4.79754108574396,6,Arranged,0,0,4.35235780319504,0
20,16,3,Bachelor,Full-time,52561,Not Religious,1,2.28429736768391,1,Collaborative,7.59396231737989,0,0,0,4.91364226522319,4,Love,1,0,5.8333037647405,1
25,7,1,High School,Part-time,76603,Not Religious,1,3.77156011905538,0,Aggressive,5.24224695408809,0,0,0,7.58384704970512,6,Arranged,1,0,8.08041990449247,1
28,1,1,High School,Full-time,77661,Same Religion,1,4.269642368302,2,Collaborative,4.79493783050158,1,1,0,6.94538818792616,1,Arranged,1,0,7.58085325955007,0
35,1,2,Bachelor,Homemaker,10000,Same Religion,1,6.59416954198209,2,Avoidant,3.30302771217941,0,0,0,4.69390388910927,2,Arranged,0,1,8.33574475055576,1
20,7,4,High School,Part-time,114158,Same Religion,1,6.04292933720013,3,Passive,3.53409633940513,0,0,0,4.95316028401445,2,Love,0,0,5.35777324442521,0
33,27,2,Master,Unemployed,53555,Not Religious,1,4.62579543671866,3,Collaborative,5.87224597466384,0,0,0,7.35395980223011,4,Love,1,0,6.81320631752988,1
28,3,1,Bachelor,Homemaker,65568,Same Religion,0,4.47690443594828,3,Collaborative,5.03715798403168,0,0,0,3.95889692082651,1,Arranged,0,0,3.08429824219202,1
23,20,1,Bachelor,Homemaker,53327,Different Religion,1,7.506526195356,3,Passive,8.03768006314035,0,0,0,6.66431214192031,4,Arranged,1,0,7.05221770464959,1
30,14,0,Master,Part-time,102703,Same Religion,1,4.67336336116811,3,Passive,4.41085613171969,0,0,0,4.41134793365078,8,Love,0,0,3.84347020938253,0
28,2,2,Master,Full-time,85786,Same Religion,0,1.18082721971638,3,Aggressive,1.4013563232443,0,0,0,7.30345457934378,3,Love,1,0,4.96223069474115,0
24,1,2,Bachelor,Full-time,102150,Same Religion,1,6.43837400309661,3,Avoidant,5.36609702828985,0,0,0,5.01236644005154,1,Other,1,0,3.70888707545314,1
28,1,2,PhD,Unemployed,69464,Same Religion,1,5.0356281636044,4,Aggressive,7.3157972163037,0,1,1,6.00047173455977,1,Love,0,0,7.72128087097515,0
26,13,1,No Formal Education,Part-time,78242,Same Religion,1,7.63716497459058,0,Avoidant,6.27955089686155,0,0,0,5.12762349488438,2,Love,1,0,8.66953415884626,1
28,2,2,PhD,Homemaker,39107,Same Religion,0,4.61089194664844,0,Collaborative,6.18037102419216,0,0,0,8.42701339160086,2,Love,0,0,2.09729534013569,1
31,4,2,Master,Full-time,54708,Same Religion,0,5.64885505569842,1,Collaborative,7.52360251848791,0,0,0,7.62777610981852,2,Love,0,0,4.30373470600175,1
35,6,2,Master,Full-time,78259,Same Religion,0,6.67322073369265,1,Passive,5.52364141283961,0,0,1,6.50201254999441,4,Love,1,0,5.09241298100589,0
21,12,1,Bachelor,Full-time,66364,Same Religion,1,1.72271836953332,3,Collaborative,1,1,0,1,7.59696473611111,2,Love,0,0,1,1
38,1,3,High School,Unemployed,62114,Same Religion,1,4.90476552794609,2,Collaborative,7.10509861449664,0,0,0,6.77941252718087,4,Arranged,1,0,7.72761431907932,1
18,5,3,High School,Full-time,44486,Same Religion,1,4.55976184714467,5,Aggressive,5.69974511087394,0,0,0,4.70493724314683,4,Love,1,0,5.20663729875972,1
27,6,1,High School,Full-time,83309,Same Religion,0,5.14469110767553,3,Collaborative,4.6842168853568,0,0,1,4.12952886915219,1,Love,0,0,2.50003178833588,1
30,7,3,High School,Full-time,83025,Different Religion,1,5.06319989051866,1,Collaborative,1.93645090335743,1,0,0,6.13102934380589,0,Arranged,0,0,6.2685411504226,0
29,17,2,Bachelor,Full-time,80844,Same Religion,1,6.09081693596399,0,Collaborative,3.00110177909186,0,0,0,6.43765070215272,10,Love,1,0,2.26411735898801,0
24,1,4,High School,Full-time,65840,Not Religious,1,6.46389118058021,2,Collaborative,1,0,0,0,5.52067031110061,7,Love,1,0,4.9264108304435,0
26,16,2,PhD,Part-time,60202,Same Religion,1,7.34628399832309,0,Aggressive,3.65496432451363,0,0,0,3.63869295142929,5,Love,1,0,8.15097055659036,0
25,11,3,Master,Full-time,82482,Not Religious,1,7.10745870963013,6,Aggressive,3.49130730236572,0,0,1,6.45226838502243,2,Love,1,0,4.31318467589179,0
25,8,1,High School,Part-time,78736,Same Religion,1,8.46891107652897,5,Avoidant,4.68716733236458,1,1,0,6.8178850738343,2,Love,1,1,7.18213100949277,1
32,12,3,High School,Homemaker,42145,Same Religion,1,8.02855711749424,3,Collaborative,8.90394309722266,0,0,0,8.72819231370623,5,Love,1,0,7.6006042413137,0
29,5,1,Master,Homemaker,66326,Same Religion,1,8.8701603268352,2,Aggressive,7.39032271150973,0,0,0,5.62399838928606,4,Love,0,0,10,0
24,1,3,Master,Part-time,73161,Same Religion,1,8.54178117406223,4,Aggressive,5.08507738192213,0,0,1,3.50999657913033,2,Love,1,0,7.05840690041301,0
32,10,0,PhD,Part-time,46537,Same Religion,1,5.05676133654541,4,Collaborative,3.10938283984653,0,0,0,6.15102221241932,4,Arranged,0,0,6.47834237895755,0
29,7,0,No Formal Education,Full-time,78068,Different Religion,1,5.47759605197209,0,Aggressive,2.12057950102673,0,0,0,6.25758618673308,1,Love,1,0,5.16861087140852,0
32,10,1,No Formal Education,Homemaker,74353,Same Religion,1,5.62861342985892,1,Aggressive,7.67043412413344,1,0,0,4.73853949611402,2,Love,0,0,3.61474937943975,0
31,4,2,Bachelor,Full-time,51673,Same Religion,0,8.4446983412518,2,Collaborative,1.79048399707086,0,0,0,4.91688431496196,4,Love,1,0,3.42038906510851,0
23,23,1,High School,Full-time,32864,Different Religion,1,5.63765259626903,1,Passive,2.07845476363038,0,1,0,7.78373137849645,4,Arranged,1,0,5.84168338257324,1
25,8,0,Master,Full-time,71724,Same Religion,1,7.67013271188828,1,Avoidant,10,0,1,0,5.42968980306564,5,Arranged,1,0,6.30883704659294,0
31,1,2,High School,Full-time,99292,Same Religion,1,2.34274649488126,2,Collaborative,4.50341567133144,0,0,0,5.68679774024107,1,Love,1,0,7.1488996948806,0
31,5,0,Master,Full-time,65107,Same Religion,1,1.93608921290753,3,Avoidant,10,0,0,1,3.85319435960956,2,Arranged,0,0,7.0027995899553,1
27,14,3,Bachelor,Unemployed,72827,Same Religion,1,8.72852910003163,1,Aggressive,4.11430864665936,0,0,0,6.19151964229718,3,Love,0,0,3.07857683503429,0
28,15,2,Master,Part-time,36693,Same Religion,0,7.15337414386907,2,Aggressive,8.11776346168319,0,0,1,4.53456825891921,2,Love,0,0,5.44985655880007,1
34,6,2,High School,Part-time,59044,Same Religion,1,8.53823208350982,1,Collaborative,5.66870863762751,0,0,1,4.4266178642155,4,Love,0,0,4.7759993330328,1
25,22,1,Bachelor,Full-time,57770,Same Religion,0,3.1001928245865,4,Passive,3.25608360979682,1,0,0,3.15638717595991,1,Love,1,0,6.88622443997176,0
30,3,0,Bachelor,Unemployed,42271,Same Religion,0,6.51191212165049,1,Avoidant,2.76689350958676,0,1,1,6.95294072045421,3,Love,1,0,5.83273893926664,1
26,5,0,PhD,Full-time,68795,Same Religion,1,3.19610034755287,2,Collaborative,1,0,0,0,4.66618759641104,3,Love,1,0,4.41875626753744,0
26,22,1,High School,Full-time,68027,Not Religious,1,7.96434472559509,1,Aggressive,2.50178570489094,0,0,0,4.22222588400245,2,Love,0,0,4.62095095296004,0
33,22,2,PhD,Part-time,54117,Not Religious,1,6.23541308803461,0,Passive,6.71546108199616,0,0,0,5.45197893474674,4,Love,0,0,4.29583653697899,1
32,11,4,Master,Homemaker,59745,Same Religion,1,5.93764430827839,1,Aggressive,4.80862470222748,0,0,0,7.37708318731562,5,Love,1,0,1.29514000891182,1
32,19,3,Master,Full-time,101058,Same Religion,1,7.93005772735682,0,Collaborative,3.57175936421521,1,0,0,6.79781041144604,5,Love,1,0,9.36301349664384,0
34,1,3,Master,Part-time,47587,Same Religion,1,5.99699365018308,1,Avoidant,4.70388807673739,1,0,0,6.24009425141933,6,Love,0,0,6.67475766319995,0
28,20,2,Bachelor,Part-time,37372,Same Religion,1,5.93096301017523,4,Passive,7.3726724982987,0,1,0,7.92727292466322,2,Love,1,0,3.95584247219299,1
31,3,1,High School,Homemaker,36892,Same Religion,1,3.28676293590326,0,Avoidant,1.5347697560649,0,0,1,7.75804188870445,1,Love,0,0,7.98217443474388,0
26,1,0,High School,Full-time,64983,Same Religion,1,8.88103739928543,2,Avoidant,5.85509504832388,0,0,0,6.24588706607276,4,Arranged,1,0,6.78075192232407,1
29,2,2,Master,Full-time,10000,Same Religion,1,6.40873010490019,3,Collaborative,1.24744155514462,0,0,0,6.7702588871163,0,Love,0,0,5.95598994471704,0
27,5,0,Master,Full-time,49793,Not Religious,1,7.23954849347162,2,Passive,1,1,0,1,7.32889140040741,6,Love,1,0,4.72916991635863,1
28,2,4,High School,Full-time,40626,Not Religious,0,3.45906065745892,1,Passive,3.45126150421343,0,0,0,7.11815672362145,0,Love,1,0,4.45442710771078,1
30,3,2,Bachelor,Full-time,58854,Not Religious,1,8.96349349313364,2,Avoidant,3.77991398028427,0,0,0,7.49132390274674,3,Love,1,0,9.131960361089,0
23,1,0,Bachelor,Homemaker,58938,Same Religion,1,6.50238540462678,3,Aggressive,4.16549250077746,0,0,1,4.56289444272105,1,Love,0,0,6.81408753456033,0
38,3,0,High School,Full-time,66894,Not Religious,1,9.60624395255225,1,Passive,4.72901398188195,0,0,0,5.27175438655897,8,Love,0,0,6.79980114467254,0
22,8,1,Bachelor,Homemaker,72310,Same Religion,0,8.16502837161337,2,Avoidant,6.30098921445178,0,1,0,7.01667780739144,5,Other,0,0,4.04403456217947,0
21,5,1,High School,Full-time,82835,Same Religion,0,1.26889281463141,4,Collaborative,3.12433072741411,0,0,0,6.54439468333692,3,Love,0,0,4.79107217816856,0
33,4,2,High School,Homemaker,52926,Not Religious,0,7.70889835449384,1,Aggressive,1.64336278549019,1,0,0,8.63002191965424,4,Love,0,0,6.30776003639557,1
31,13,0,Bachelor,Part-time,46673,Not Religious,1,7.98219603877306,0,Collaborative,7.67380840513854,0,0,0,9.06684299846851,4,Arranged,1,0,8.81770473769298,0
31,22,0,Bachelor,Full-time,77052,Different Religion,1,7.40560673698455,7,Collaborative,8.14606652079094,1,0,0,7.67758806060662,2,Love,1,0,8.402906522694,0
31,14,1,High School,Part-time,26820,Same Religion,1,6.55040247307648,2,Collaborative,5.48866517388509,0,0,0,1.82400751710933,2,Love,1,0,7.48904607003428,1
27,4,2,Bachelor,Full-time,75147,Same Religion,1,5.73924694310867,1,Collaborative,6.12323845542217,0,0,1,7.58193125158391,1,Love,1,0,6.43610551820235,1
