Student_ID,Age,Gender,University_Year,Sleep_Duration,Study_Hours,Screen_Time,Caffeine_Intake,Physical_Activity,Sleep_Quality,Weekday_Sleep_Start,Weekend_Sleep_Start,Weekday_Sleep_End,Weekend_Sleep_End
328,24,2,1,7.8,11.2,1.7,3,26,0,5.78,12.79,8.95,10.21
329,25,1,3,4.8,6.6,1.4,2,120,0,7.25,12.02,7.39,7.64
330,25,2,3,8.4,3.7,2.0,1,92,0,9.08,15.63,5.33,9.15
331,18,2,3,8.4,4.8,2.4,0,66,1,6.03,4.11,7.59,7.77
332,18,1,1,4.1,5.4,3.2,1,107,0,11.23,9.1,7.5,9.88
333,21,1,1,8.1,7.2,3.0,5,12,0,7.21,16.23,7.55,8.09
334,20,1,1,4.6,6.2,2.9,5,44,1,2.36,16.02,6.23,8.26
335,23,0,1,5.7,11.0,2.1,3,9,0,14.11,4.18,8.44,10.38
336,25,1,3,7.7,6.0,3.5,5,99,0,7.13,21.73,8.84,8.91
337,22,2,3,4.8,11.9,2.4,5,8,0,12.01,15.55,5.87,9.68
338,20,1,0,8.1,10.2,3.9,2,53,0,7.84,10.91,5.35,8.61
339,21,0,0,8.2,2.5,2.9,2,119,0,5.98,19.04,5.78,8.19
340,21,1,1,6.5,11.2,1.4,2,118,0,21.05,20.16,8.28,9.5
341,20,0,2,4.0,1.4,3.0,5,26,0,8.42,5.69,7.71,7.62
342,21,0,2,5.4,9.8,2.0,3,33,0,17.24,4.11,7.54,8.49
343,20,1,3,7.1,4.6,3.1,4,114,1,7.93,5.53,6.61,7.84
344,19,2,3,8.9,10.5,1.2,4,0,1,12.17,4.02,7.31,9.78
345,20,0,3,7.2,10.4,1.5,1,31,1,5.76,10.94,6.23,10.78
346,24,1,0,5.3,9.7,3.6,4,88,1,19.41,5.75,6.91,10.98
347,20,1,0,7.2,9.5,1.7,4,92,0,8.85,14.32,8.17,8.8
348,21,2,3,6.7,3.7,3.5,2,70,1,16.15,8.67,8.92,8.01
349,25,0,3,7.9,1.0,1.8,2,112,0,4.09,2.22,8.73,8.77
350,24,0,3,4.5,4.8,2.9,5,66,1,2.5,17.49,8.74,10.39
351,21,1,2,7.8,2.1,3.1,1,83,1,1.08,14.2,6.61,7.82
352,18,1,0,6.7,8.3,2.5,0,19,1,5.28,12.4,6.88,10.81
353,18,2,2,8.8,4.2,1.9,1,116,1,6.17,19.24,7.82,8.37
354,25,2,2,5.7,11.7,1.6,1,93,0,17.47,20.38,8.69,10.94
355,25,0,3,7.2,7.7,1.1,3,34,0,14.94,5.41,5.57,10.35
356,24,0,3,8.7,9.9,1.9,5,98,1,12.22,2.46,6.22,10.23
357,19,1,1,4.5,1.6,3.0,3,112,0,5.76,13.91,5.56,8.27
358,25,0,1,8.7,10.3,3.8,1,102,1,2.79,20.25,7.45,7.04
359,18,2,2,7.4,11.1,3.6,1,90,1,18.03,20.68,6.23,8.53
360,20,2,0,4.3,5.8,3.3,1,89,1,2.63,4.17,6.3,8.21
361,21,1,3,5.5,7.3,3.4,4,77,0,7.39,12.72,5.28,7.15
362,18,2,3,7.5,9.2,3.0,3,16,0,9.17,15.6,6.4,9.02
363,18,2,2,4.3,2.1,1.8,1,17,0,17.8,12.47,8.45,8.61
364,19,2,1,6.9,6.0,3.7,2,44,1,20.83,15.63,5.93,9.54
365,24,2,0,5.7,4.8,3.0,5,115,1,10.06,12.22,7.78,9.48
366,24,1,1,7.1,1.8,2.7,5,92,0,8.32,4.81,7.52,7.48
367,23,1,1,4.2,4.4,1.3,2,83,0,17.57,10.15,8.45,10.91
368,19,0,1,8.4,0.8,2.3,5,52,1,10.31,8.11,5.53,7.75
369,20,2,1,8.9,0.3,2.4,4,90,1,4.01,14.71,8.91,8.78
370,24,0,3,8.8,1.6,3.6,4,81,1,4.46,7.23,7.33,8.95
371,21,1,3,7.7,11.6,2.6,0,67,1,2.53,8.67,8.98,10.25
372,25,1,1,4.7,6.6,2.1,0,64,0,14.32,19.61,8.65,7.4
373,19,1,0,7.8,11.6,3.9,0,113,1,15.32,10.55,5.89,8.71
374,25,1,2,4.1,5.2,1.3,5,0,1,6.26,16.87,5.22,9.51
375,18,1,0,4.1,3.7,2.3,4,57,0,12.95,5.92,6.02,7.86
376,21,1,0,5.6,6.1,1.1,4,25,1,20.16,13.48,7.11,9.51
377,21,1,0,6.4,5.3,3.2,4,108,0,16.06,2.11,5.69,10.69
378,18,2,1,7.9,1.3,3.8,2,19,1,13.21,20.15,5.67,10.99
379,19,0,3,7.4,7.7,1.8,4,115,1,15.86,6.39,6.85,7.13
380,18,1,0,6.2,2.6,3.6,2,86,1,15.02,8.53,5.13,7.94
381,25,2,1,5.4,7.4,1.9,0,9,0,15.83,6.65,5.49,8.24
382,23,2,0,9.0,7.8,3.7,0,58,1,21.13,15.85,6.66,8.6
383,21,0,0,6.1,1.8,3.3,5,74,0,8.62,12.16,5.25,7.97
384,22,1,1,6.3,0.7,3.4,0,40,1,9.46,6.07,6.59,7.81
385,22,0,3,4.8,9.4,1.1,5,104,0,8.28,17.35,6.9,10.82
386,25,1,3,8.0,5.5,3.9,1,4,1,17.96,17.48,6.81,10.67
387,20,2,2,7.5,0.7,3.2,1,64,1,15.79,10.98,8.48,7.19
388,24,2,1,5.1,11.9,1.9,3,16,0,8.99,11.53,7.12,8.36
389,18,2,2,4.4,0.7,3.5,5,21,0,9.41,16.35,6.87,8.62
390,18,2,2,7.4,8.3,1.8,3,97,0,11.37,16.04,6.64,7.96
391,20,0,2,7.3,11.8,3.6,3,119,1,14.64,16.44,8.27,9.52
392,20,1,3,5.4,2.9,1.3,1,108,0,2.83,6.57,8.58,9.56
393,25,1,1,8.8,1.7,3.1,5,40,1,14.86,8.96,8.41,10.4
394,25,0,2,4.8,1.5,2.6,1,92,1,12.43,5.35,7.69,9.96
395,20,1,1,6.2,3.6,1.3,3,67,0,7.76,2.49,5.55,9.17
396,21,2,1,8.7,1.2,1.7,5,68,0,10.6,12.52,6.11,9.61
397,25,1,3,6.1,8.3,1.0,3,10,1,14.72,20.67,5.18,8.1
398,23,2,2,7.2,0.7,2.4,4,55,0,12.85,21.04,8.72,9.37
399,25,0,2,6.0,6.1,1.9,5,50,1,5.32,16.09,7.64,8.96
400,18,1,1,5.4,12.0,2.8,5,20,1,16.16,3.35,7.99,7.53
401,25,0,0,8.9,9.8,1.9,3,98,0,19.01,11.54,6.25,7.97
402,21,1,3,6.0,7.4,1.9,4,75,0,15.42,16.56,8.38,8.17
403,20,2,3,8.5,3.7,3.2,2,25,0,4.16,14.02,6.04,10.7
404,18,0,3,5.1,7.5,1.1,1,114,1,20.13,10.03,5.01,7.92
405,25,1,3,5.1,6.3,3.7,3,18,1,1.17,8.94,6.51,8.16
406,21,2,2,4.2,5.1,3.6,5,108,1,10.64,18.92,7.28,8.48
407,23,0,2,7.3,1.6,3.0,1,59,1,1.32,2.46,6.91,9.65
408,25,0,0,5.8,10.6,2.8,1,70,1,2.28,11.1,8.45,7.47
409,21,1,3,8.3,5.4,3.7,1,46,0,12.49,19.29,5.42,10.82
410,23,1,3,6.4,2.3,1.6,2,118,1,17.83,4.13,7.22,10.46
411,20,1,1,8.8,4.4,1.2,0,70,1,18.54,20.51,7.05,9.31
412,25,2,2,4.9,5.0,1.7,3,25,1,16.96,3.85,6.13,9.7
413,23,1,3,8.3,9.9,3.4,0,39,1,7.09,2.07,8.29,7.07
414,18,0,0,7.9,8.8,1.1,0,4,0,16.27,7.99,8.01,8.36
415,20,0,0,7.9,9.2,2.7,0,20,0,14.83,6.59,7.93,10.18
416,18,1,2,8.2,0.1,4.0,1,77,0,12.58,15.25,8.5,7.31
417,22,1,0,7.8,5.0,3.6,4,3,0,2.82,3.17,7.89,8.13
418,19,0,0,7.1,5.8,2.6,1,22,1,18.02,11.41,5.93,9.34
419,25,2,2,4.7,0.2,1.2,1,105,1,21.89,7.35,7.82,8.03
420,23,1,3,4.2,3.1,3.5,5,83,1,20.74,3.52,6.23,10.74
421,19,1,3,8.6,9.1,2.8,5,14,0,3.0,2.5,5.97,7.52
422,19,0,0,7.1,1.6,1.3,0,113,0,8.4,5.34,5.29,10.19
423,23,1,0,8.0,6.4,1.3,1,115,0,16.27,15.94,7.98,9.03
424,20,2,3,6.4,2.6,3.7,0,108,0,18.28,2.67,7.84,10.0
425,25,0,2,4.6,0.1,3.0,5,92,1,15.82,9.44,5.94,8.24
426,22,1,0,4.6,2.9,3.5,4,7,0,19.59,3.39,8.0,9.06
427,18,0,1,7.4,11.7,3.6,3,40,0,2.23,8.48,8.67,10.43
428,21,1,2,6.2,9.6,2.7,0,111,0,5.53,15.86,5.43,8.87
429,18,1,0,5.0,11.5,2.6,4,18,0,12.29,14.6,5.93,8.44
430,21,1,0,6.5,5.9,2.3,3,111,1,3.84,10.99,8.0,9.14
431,18,2,1,4.3,1.3,2.0,2,102,1,16.76,6.2,6.1,9.87
432,23,2,1,6.9,6.6,2.3,0,45,1,6.94,15.64,7.5,8.77
433,22,0,3,5.3,5.5,3.3,0,27,0,4.02,10.41,5.32,10.76
434,25,1,2,8.0,10.1,2.8,2,109,1,14.51,15.09,6.81,8.18
435,21,1,2,5.6,1.2,3.7,2,120,0,6.09,5.68,7.96,8.9
436,25,2,3,6.3,5.9,2.3,0,90,1,15.8,12.67,7.75,10.03
437,25,1,2,4.1,1.8,2.8,2,67,0,15.72,20.47,8.26,9.76
438,25,2,2,4.4,3.9,2.9,1,14,0,19.75,18.68,8.51,10.45
439,24,1,2,6.0,8.8,2.8,3,98,1,12.76,20.78,8.09,10.99
440,20,0,2,6.4,5.7,3.1,3,36,1,6.68,12.01,7.69,8.71
441,18,1,2,7.0,4.5,1.7,3,0,0,2.26,19.87,5.13,7.44
442,25,1,1,5.5,4.7,2.5,1,66,1,9.32,19.72,7.14,7.12
443,18,2,2,7.5,5.5,1.3,2,110,0,3.87,3.18,5.15,9.91
444,25,1,1,8.3,9.4,2.2,4,23,0,4.73,4.55,8.23,10.5
445,21,1,2,7.9,10.7,2.5,2,26,0,18.36,12.96,6.28,7.88
446,20,2,3,4.2,11.5,3.0,0,39,0,11.8,2.28,7.25,7.63
447,20,0,0,6.4,9.4,3.9,5,62,1,19.54,22.0,6.12,7.25
448,23,0,1,4.5,3.8,2.8,3,60,0,7.67,9.72,8.13,10.29
449,24,2,2,5.2,8.3,3.2,2,35,0,2.05,9.67,8.55,8.25
450,23,2,3,8.9,5.3,2.5,4,97,1,19.12,12.85,6.59,8.61
451,23,2,0,4.7,3.1,2.9,0,92,1,6.59,14.06,8.45,9.01
452,23,2,1,6.5,10.1,1.2,1,23,1,8.72,12.89,6.07,10.36
453,23,2,0,7.1,0.5,1.8,1,23,1,9.74,13.7,7.14,9.6
454,23,0,3,7.5,10.8,2.1,4,105,1,13.81,7.39,8.44,9.46
455,22,0,1,6.8,5.5,2.4,0,3,1,14.54,19.29,6.3,7.7
456,20,2,0,4.0,7.6,1.1,3,66,0,21.05,18.05,8.82,9.05
457,23,1,2,5.6,7.9,1.4,2,33,1,17.42,18.39,5.49,9.86
458,25,2,1,6.6,10.7,1.8,0,56,1,21.68,16.75,5.07,10.89
459,20,1,0,4.4,7.6,3.9,1,48,1,9.79,11.49,8.62,7.81
460,20,2,3,5.8,7.4,2.0,4,86,0,19.78,19.78,5.27,7.04
461,19,2,3,4.2,0.8,2.4,4,52,0,3.67,4.64,8.97,7.3
462,22,0,1,4.4,6.2,1.6,2,119,1,11.01,16.05,8.81,8.5
463,23,1,0,6.0,1.8,2.8,4,115,1,7.31,18.75,5.55,10.28
464,18,1,1,4.7,8.8,1.8,4,22,1,13.37,8.49,7.15,7.03
465,21,0,1,6.8,6.1,1.6,0,108,0,10.23,21.24,5.74,8.83
466,24,0,0,7.4,8.2,2.5,3,68,0,2.2,9.6,6.71,8.32
467,25,0,0,8.0,0.5,1.0,2,94,0,20.26,8.04,5.25,7.21
468,18,0,2,5.0,1.0,1.0,0,52,1,16.67,17.7,5.9,8.8
469,22,1,0,4.8,8.6,1.7,3,61,0,5.62,21.16,6.45,8.02
470,21,1,3,4.5,0.9,1.1,0,40,0,19.93,14.73,6.75,8.41
471,22,2,1,7.2,0.9,1.3,5,56,1,20.41,20.03,8.91,9.82
472,25,2,1,7.5,0.1,2.0,0,120,1,14.41,19.67,8.23,9.09
473,20,0,3,4.2,11.5,3.4,4,59,0,20.06,16.91,7.95,7.5
474,21,0,0,8.7,8.9,2.7,3,53,0,9.71,16.09,7.15,10.85
475,20,0,3,4.3,4.2,2.5,2,69,0,17.25,11.4,8.36,9.54
476,25,2,3,6.7,3.6,1.9,2,100,1,3.19,8.43,6.36,10.06
477,18,2,2,7.5,4.2,3.8,3,56,1,5.55,10.14,7.84,7.32
478,25,2,3,8.4,9.3,2.2,4,9,1,7.31,19.03,8.98,7.19
479,18,2,1,7.6,7.9,1.3,1,39,1,9.04,18.56,6.26,7.08
480,21,2,3,8.0,2.2,2.9,0,6,1,3.87,4.42,7.7,7.76
481,21,2,1,5.7,2.1,1.3,4,102,0,17.32,10.83,8.38,8.66
482,23,2,1,8.1,1.2,2.0,5,37,0,3.66,4.6,8.66,10.74
483,22,0,1,4.4,7.9,2.5,3,84,1,5.42,14.57,7.87,8.83
484,23,0,0,8.5,9.2,3.6,0,60,0,6.29,9.71,6.13,8.16
485,22,0,2,6.7,3.2,2.5,2,83,0,10.21,11.53,6.31,9.25
486,23,0,1,8.1,0.3,3.1,1,2,0,16.83,15.62,5.08,7.45
487,20,2,1,6.3,1.0,4.0,5,50,1,13.11,12.6,8.04,9.44
488,21,1,0,7.2,11.6,1.4,2,85,0,5.34,11.95,5.17,9.27
489,18,2,1,6.6,3.5,1.8,3,46,1,21.33,17.98,8.46,10.17
490,22,1,3,7.7,9.2,2.2,0,67,0,5.58,15.7,5.47,10.95
491,25,0,3,4.4,7.5,2.3,3,91,0,16.96,6.17,5.69,8.0
492,22,2,2,4.3,4.6,2.2,0,75,0,18.97,3.68,6.91,9.04
493,18,0,1,5.2,2.5,3.7,4,37,1,19.57,14.8,7.95,10.64
494,23,2,0,4.8,1.5,3.1,1,114,1,21.43,15.86,5.56,10.14
495,22,0,3,8.4,7.4,2.8,4,35,1,11.0,18.1,6.76,8.95
496,24,1,0,5.1,9.3,1.9,4,110,0,17.42,8.43,6.93,10.78
497,20,1,0,8.9,7.7,3.5,3,40,0,1.22,15.54,5.85,7.23
498,21,1,3,5.7,6.4,3.9,1,68,1,9.94,2.25,5.46,10.72
499,18,2,0,4.9,0.5,3.5,0,12,0,19.1,15.49,8.35,7.2
500,21,1,3,7.9,11.6,1.0,0,86,0,7.54,14.12,7.01,9.19
